,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec-02,Dec-03,Dec-04,Dec-05,Dec-06,Dec-07,Dec-08,Dec-09,Hi 10
196605,-99.99,-10.92,-8.01,-4.46,-11.63,-9.83,-8.13,-6.56,-4.27,-13.08,-9.3,-9.38,-10.16,-8.88,-7.56,-7.03,-6.27,-5.41,-4.01
196606,-99.99,0.36,-0.23,-1.28,0.31,0.31,0.2,0.25,-1.51,-0.16,1.03,0.48,0.2,-0.37,0.63,-0.88,0.94,-0.49,-1.74
196607,-99.99,-1.68,-1.33,-1.22,-1.93,-1.86,-0.93,-1.64,-1.17,-2.05,-1.77,-1.13,-2.39,-0.86,-0.97,-1.41,-1.78,-0.8,-1.25
196608,-99.99,-10.92,-9.19,-7.1,-10.81,-10.43,-9,-8.45,-7,-11.7,-9.7,-11.16,-9.89,-9.31,-8.77,-9.15,-8.03,-8.06,-6.76
196609,-99.99,-1.94,-1.33,-0.5,-1.96,-1.71,-1.44,-1.2,-0.43,-2.22,-1.64,-1.91,-1.57,-1.07,-1.71,-1.11,-1.26,-1.43,-0.21
196610,-99.99,-2.88,0.84,5.17,-4.02,-1.09,1.57,2.5,5.34,-5.28,-2.5,-0.41,-1.59,0.79,2.13,0.84,3.5,5.05,5.4
196611,-99.99,4.35,4.9,1.23,4.79,4.17,4.25,3.8,1.09,4.08,5.65,3.42,4.73,5.32,3.49,5.71,2.68,1.75,0.95
196612,-99.99,2.07,2.16,0.21,1.82,2.22,2.02,2.49,-0.03,1.47,2.24,2.59,1.95,2.27,1.85,2.39,2.55,2.21,-0.53
196701,-99.99,18.83,13.23,7.41,18.78,18.21,13.92,9.75,7.25,20.68,16.54,18.94,17.68,13.37,14.31,10.96,9.03,8.34,7
196702,-99.99,4.92,1.74,0.82,5.84,3.07,1.46,0.9,0.85,6.56,4.96,2.98,3.13,1.95,1.11,1.57,0.48,1.03,0.81
196703,-99.99,6.81,5.77,4.04,6.77,6.95,5.7,5.22,3.93,6.92,6.58,6.9,6.98,5.48,5.85,5.42,5.1,4.39,3.82
196704,-99.99,4.35,4.14,4.22,4.56,3.81,4.36,4.56,4.15,4.92,4.1,3.91,3.73,4.44,4.31,4.03,4.89,2.83,4.45
196705,-99.99,-0.82,-1.17,-4.55,-0.25,-1.64,-1.67,-1.59,-4.79,-0.24,-0.26,-2.06,-1.32,-2.6,-1.03,-0.54,-2.22,-3.86,-5
196706,-99.99,10.74,5.56,1.76,12.3,8.06,5.49,3.99,1.55,13.29,11.07,7.23,8.67,5.66,5.37,4.53,3.66,2.11,1.42
196707,-99.99,9.43,6.13,4.45,9.77,8.1,6.34,5.68,4.3,10.38,9.06,8.77,7.55,6.79,6.01,5.36,5.89,5.18,4.09
196708,-99.99,0.6,0.04,-0.77,0.56,-0.33,0.12,-0.12,-0.8,1.3,-0.3,0.69,-1.16,0.27,0.02,0.41,-0.45,-0.37,-0.9
196709,-99.99,7.42,4.15,3.04,8.27,5.22,3.67,2.49,3.24,8.89,7.54,5.81,4.74,3.17,4.02,4.51,1.22,2.23,3.47
196710,-99.99,-2.29,-3.1,-2.64,-1.76,-2.45,-2.92,-4.61,-2.38,-1.09,-2.57,-3.34,-1.7,-3.61,-2.45,-3.84,-5.12,-5,-1.76
196711,-99.99,0.04,1.21,0.69,-0.11,0.77,0.88,1.09,0.69,-1.1,1.1,0.33,1.13,1.47,0.47,1.64,0.73,0.4,0.75
196712,-99.99,10.41,5.79,2.49,10.8,8.95,6.55,3.17,2.46,11.65,9.8,9.63,8.39,7.09,6.17,3.82,2.75,3.16,2.3
196801,-99.99,2.55,-2.22,-4.19,3.53,-0.21,-2.24,-3.31,-4.24,5.69,0.91,0.54,-0.84,-0.92,-3.12,-2.76,-3.67,-2.85,-4.56
196802,-99.99,-6.54,-4.8,-2.7,-6.82,-6.1,-4.36,-4.42,-2.54,-7.49,-5.97,-5.94,-6.24,-3.81,-4.73,-4.78,-4.19,-3.43,-2.33
196803,-99.99,-1.19,0.12,0.82,-1.17,-1.2,0.04,0.06,0.94,-1.53,-0.71,-1.23,-1.18,-1.27,0.95,0.73,-0.38,-0.24,1.21
196804,-99.99,16.4,12.35,8.31,17.15,14.83,12.79,10.57,8.1,17.06,17.25,14.83,14.83,12.46,13.02,10.79,10.43,9.17,7.86
196805,-99.99,11.25,5.76,1.53,12,8.31,5.89,4.32,1.29,14.72,8.6,9.66,7.14,5.61,6.07,5.03,3.86,2.67,0.97
196806,-99.99,0.44,1.39,1.16,0.65,0.39,0.87,1.97,1.1,1.54,-0.53,-0.01,0.75,2.28,-0.07,2.32,1.75,2.22,0.84
196807,-99.99,-2.6,-4.65,-1.81,-2.96,-3.68,-3.86,-3.65,-1.73,-2.23,-3.77,-1.81,-5.15,-2.72,-4.83,-5.49,-2.48,-2.3,-1.6
196808,-99.99,4.29,2.46,1.49,4.5,3.22,3.32,2.06,1.36,4.69,4.29,3.84,2.72,3.99,2.74,1.22,2.59,1.48,1.33
196809,-99.99,7.05,6.47,3.83,7.04,7.03,6.02,6.87,3.47,7.35,6.7,7.07,7,7.41,4.77,6.86,6.88,5.5,3.01
196810,-99.99,0.48,1.08,0.86,0.13,0.62,1.36,0.8,0.89,0.15,0.1,1.25,0.09,1.57,1.17,1.13,0.61,1.54,0.74
196811,-99.99,7.54,8.09,5.37,7.16,8.45,8.12,7.43,5.15,7.08,7.25,8.36,8.52,8.26,7.99,7.87,7.16,6.4,4.87
196812,-99.99,1.31,-2.31,-4.17,2.52,-1.36,-1.99,-3.3,-4.26,3.42,1.51,-1.28,-1.42,-1.44,-2.49,-3.09,-3.43,-2.87,-4.58
196901,-99.99,-0.61,-1.59,-0.63,-0.7,-0.45,-1.61,-0.51,-0.77,-0.57,-0.85,-0.41,-0.49,-1.23,-1.95,-2.03,0.46,0.03,-0.96
196902,-99.99,-9.63,-7.8,-4.31,-10.24,-8.38,-7.76,-7.35,-3.95,-10.8,-9.61,-8.27,-8.47,-8,-7.55,-7.58,-7.21,-5.79,-3.51
196903,-99.99,2.94,1.98,3.38,3.16,2.23,2.13,2.08,3.51,3.04,3.3,2.45,2.04,2.47,1.83,1.76,2.28,1.03,4.09
196904,-99.99,0.92,1.42,2.26,0.61,1.31,1.08,1.3,2.43,0.11,1.17,1.61,1.05,1.21,0.97,2.04,0.85,2.05,2.52
196905,-99.99,0.88,-0.06,0.35,1.04,-0.59,0.41,0.02,0.39,1.28,0.76,0.55,-1.57,1.04,-0.17,-0.04,0.06,-0.76,0.64
196906,-99.99,-12.94,-10.25,-5.24,-13.53,-11.35,-10.77,-8.11,-4.98,-13.77,-13.26,-11.68,-11.05,-11.09,-10.47,-9.21,-7.44,-6.51,-4.65
196907,-99.99,-10.9,-8.11,-5.9,-11.45,-9.31,-8.44,-6.98,-5.81,-11.58,-11.27,-9.78,-8.91,-8.52,-8.37,-7.37,-6.73,-6.34,-5.69
196908,-99.99,5.17,6.1,5,4.76,5.47,7.19,5.94,4.84,4.14,5.63,5.99,5.05,7.96,6.6,5.23,6.4,3.99,5.04
196909,-99.99,-2.53,-1.11,-2.59,-3.38,-0.46,-1.07,-1.81,-2.66,-3.29,-3.5,-0.86,-0.12,-1.12,-1.04,-1.54,-1.98,-0.95,-3.04
196910,-99.99,9.88,7.87,4.9,10.22,9.05,7.47,7.42,4.65,10.78,9.45,9.24,8.9,7.32,7.58,7.94,7.08,7.05,4.1
196911,-99.99,-6.13,-4.31,-2.95,-6.95,-4.18,-4.79,-3.75,-2.87,-7.06,-6.8,-4.53,-3.89,-5.34,-4.37,-3.91,-3.65,-3.47,-2.73
196912,-99.99,-7.49,-3.08,-1.34,-7.69,-5.87,-3.54,-2.01,-1.24,-8.68,-6.29,-7.11,-4.86,-3.03,-3.92,-1.82,-2.14,-2.48,-0.95
197001,-99.99,-4.19,-6.59,-7.75,-3.64,-5.12,-6.85,-7.65,-7.71,-1.88,-6.03,-5.23,-5.02,-6.56,-7.07,-6.9,-8.15,-6.11,-8.08
197002,-99.99,3.38,4.35,6.09,3.18,3.62,4.51,5.84,6.01,2.8,3.71,3.76,3.51,4.12,4.82,4.51,6.76,7.77,5.6
197003,-99.99,-3.4,-1.11,-0.1,-3.92,-2.7,-1.21,-0.46,-0.04,-4.13,-3.62,-2.39,-2.95,-1.71,-0.83,-0.25,-0.6,-0.39,0.04
197004,-99.99,-17.81,-14.45,-9.18,-18.1,-17.11,-14.56,-12.23,-8.92,-18.87,-17.01,-17.26,-16.99,-14.54,-14.58,-13.32,-11.51,-10.87,-8.45
197005,-99.99,-9.49,-10.02,-5.55,-9.58,-10.62,-9.93,-8.86,-5.23,-9.66,-9.48,-9.31,-11.67,-10.14,-9.78,-9.51,-8.44,-7.02,-4.82
197006,-99.99,-8.18,-6.06,-4.81,-8.56,-7.95,-5.96,-4.28,-4.95,-8.08,-9.23,-7.48,-8.34,-5.13,-6.59,-5.36,-3.59,-4.75,-4.99
197007,-99.99,5.7,7.85,7.46,4.89,7.3,7.42,8.7,7.31,4.05,6.04,7.3,7.3,8.37,6.72,8.58,8.77,7.3,7.32
197008,-99.99,6.89,6.17,4.78,6.22,7.43,6.62,5.84,4.64,5.97,6.56,8.19,6.81,5.84,7.19,5.4,6.09,5.56,4.43
197009,-99.99,15.19,9.14,3.45,15.46,13.32,9.64,6.86,3.1,16.74,13.73,14.7,12.21,9.27,9.91,7.39,6.55,4.26,2.85
197010,-99.99,-7.47,-4.33,-1.09,-7.96,-5.17,-4.76,-3.73,-0.8,-8.81,-6.79,-6.53,-4.05,-5.08,-4.53,-3.91,-3.62,-2.11,-0.5
197011,-99.99,-0.56,3.98,5.58,-1.82,2.37,3.71,5.12,5.61,-2.81,-0.5,1.8,2.83,3.38,3.95,4.76,5.33,6.3,5.45
197012,-99.99,8.76,8.67,5.67,9.21,8.64,8.24,8.36,5.41,9.15,9.28,7.94,9.2,8.14,8.32,8.98,8,6.39,5.19
197101,-99.99,14.36,8.2,4.18,15.17,11.19,8.82,7.38,3.78,17.42,12.27,12.86,9.88,10.12,7.91,6.83,7.7,5.16,3.47
197102,-99.99,4.58,2.49,1.42,5.96,2.97,2.45,2.49,1.26,6.83,4.81,1.96,3.79,2.45,2.44,2.04,2.76,1.29,1.26
197103,-99.99,5.75,5.81,4.05,5.87,5.66,6.47,5.02,3.94,6.16,5.47,5.5,5.78,7.41,5.79,5.02,5.02,3.33,4.08
197104,-99.99,2.51,4.27,3.51,2.09,3.3,4.8,3.98,3.46,1.47,2.94,3.35,3.26,4.85,4.76,4.03,3.96,3.48,3.45
197105,-99.99,-5.74,-3.32,-3.65,-5.95,-4.58,-3.78,-3.43,-3.61,-6.52,-5.19,-5.32,-4.01,-4.27,-3.43,-2.48,-3.99,-2.68,-3.82
197106,-99.99,-2.23,-0.23,0.55,-2.21,-0.17,-1.09,0.5,0.53,-2.99,-1.17,-2.28,1.43,-1.24,-0.98,0.16,0.7,0.82,0.46
197107,-99.99,-6.26,-4.59,-3.93,-6.62,-5.47,-4.89,-4.36,-3.85,-6.72,-6.49,-5.59,-5.38,-3.63,-5.83,-3.95,-4.62,-3.79,-3.86
197108,-99.99,4.52,5.51,4.05,4.06,5.2,5.38,5.28,3.95,3.12,5.24,5.38,5.06,3.79,6.59,5.83,4.93,3.77,4
197109,-99.99,-0.55,-0.49,-0.47,-0.16,-0.85,-0.28,-0.48,-0.49,-0.19,-0.12,-1.28,-0.52,-0.74,0.06,-0.71,-0.33,-0.92,-0.39
197110,-99.99,-6.21,-5.09,-3.72,-6.56,-4.81,-6.14,-4.07,-3.69,-6.98,-6.05,-5.54,-4.25,-5.82,-6.37,-4.22,-3.97,-5.59,-3.25
197111,-99.99,-4.41,-1.52,0.41,-4.73,-2.33,-1.92,-1.37,0.64,-5.55,-3.72,-3.81,-1.22,-1.86,-1.96,-1.2,-1.49,-0.97,1
197112,-99.99,13.1,11.28,8.53,12.66,12.72,11.12,10.37,8.39,12.87,12.42,13.92,11.85,10.27,11.75,11.25,9.79,9.82,8.07
197201,-99.99,11.3,5.21,1.84,13.23,7.63,5.3,3.13,1.78,14.71,11.44,7.77,7.53,5.64,5.04,4.25,2.38,2,1.73
197202,-99.99,3.96,3.6,2.92,4.16,3.82,3.55,2.46,3.06,4.63,3.57,3.58,4,2.41,4.38,3.52,1.74,3.28,3.01
197203,-99.99,-0.27,0.93,0.91,-0.69,0.4,1.08,1.16,0.87,-0.88,-0.45,0.55,0.3,0.75,1.32,1.01,1.26,-0.32,1.13
197204,-99.99,0.67,0.46,0.57,0.19,0.97,0.28,-0.02,0.69,0.52,-0.22,1.58,0.52,0.39,0.2,0.64,-0.48,1.24,0.57
197205,-99.99,-2.73,0.62,2.01,-2.43,-1.53,-0.42,0.64,2.27,-2.84,-1.93,-3.29,-0.22,-1.11,0.08,2.1,-0.37,0.66,2.64
197206,-99.99,-3.24,-2.68,-1.95,-3.81,-2.15,-2.71,-3.5,-1.73,-4.26,-3.25,-2.16,-2.15,-3.48,-2.17,-2.83,-3.97,-3.21,-1.4
197207,-99.99,-4.02,-2.74,0.07,-4.29,-3.86,-2.32,-2.62,0.36,-3.69,-4.99,-3.49,-4.16,-2.09,-2.48,-2.74,-2.54,-2.06,0.9
197208,-99.99,0.05,2.42,3.92,-0.22,0.95,2.64,3.34,3.93,-0.14,-0.31,0.57,1.26,2.86,2.48,2.56,3.84,5.01,3.7
197209,-99.99,-3.98,-2.78,-0.31,-4.24,-3.14,-2.21,-2.17,-0.19,-4.43,-4,-3.48,-2.86,-1.87,-2.45,-3.42,-1.37,-1.96,0.19
197210,-99.99,-2.11,-0.56,1.28,-2.77,-0.54,-0.4,0.01,1.36,-3.2,-2.25,-0.87,-0.27,-0.55,-0.29,-0.84,0.54,0.92,1.45
197211,-99.99,5.12,6.32,4.74,4.62,6.03,5.44,7.43,4.46,4.33,4.97,6.06,6,5.78,5.2,7.45,7.42,6.59,4.01
197212,-99.99,-2.34,-0.78,1.42,-2.27,-1.78,-0.31,-1.02,1.68,-2.85,-1.59,-2.48,-1.21,0.17,-0.65,-1.19,-0.92,-1.13,2.29
197301,-99.99,-4.21,-6.32,-1.98,-3.82,-6.31,-6.11,-5.57,-1.63,-2.83,-4.97,-4.94,-7.4,-5.98,-6.21,-6.21,-5.17,-6.72,-0.57
197302,-99.99,-8.38,-7.02,-3.55,-8.37,-8.03,-7.75,-5.8,-3.33,-8.08,-8.71,-8.41,-7.7,-8.19,-7.43,-5.94,-5.72,-4.01,-3.2
197303,-99.99,-2.53,-2.64,-0.29,-2.6,-2.38,-2.97,-2.57,-0.05,-2.41,-2.83,-2.39,-2.37,-2.96,-2.98,-2.34,-2.71,-1.25,0.18
197304,-99.99,-7.25,-6.92,-4.22,-7.32,-7.55,-6.13,-6.46,-4.06,-7.24,-7.42,-7.12,-7.91,-5.91,-6.29,-7.5,-5.83,-5.38,-3.81
197305,-99.99,-8.96,-6.47,-1.3,-9.13,-8.49,-6.39,-5.04,-0.99,-9.37,-8.84,-8.64,-8.36,-6.45,-6.34,-5.96,-4.49,-2.56,-0.7
197306,-99.99,-3.18,-3.11,-0.59,-3.61,-3.11,-2.58,-3.15,-0.38,-3.5,-3.75,-2.39,-3.69,-3.41,-1.97,-3.53,-2.92,-3.3,0.16
197307,-99.99,12.57,9.82,4.55,12.31,12.5,9.46,9.57,4.05,12.04,12.78,13.23,11.86,9.94,9.07,9.54,9.59,7.2,3.44
197308,-99.99,-5.4,-2.82,-3.05,-5.58,-4.7,-3.38,-2.01,-3.13,-5.88,-5.06,-4.94,-4.48,-3.31,-3.44,-1.54,-2.33,-1.42,-3.47
197309,-99.99,8.63,10.27,4.44,8.16,9.69,10.06,10.22,3.87,7.37,9.57,9.83,9.57,9.9,10.2,10.76,9.86,8.83,2.86
197310,-99.99,-0.53,-0.18,-0.17,-0.42,-0.56,-0.04,-0.51,-0.12,0.02,-1.18,-0.79,-0.36,-1.01,0.73,-0.28,-0.66,-1.49,0.18
197311,-99.99,-18.83,-17.24,-10.75,-19.19,-17.8,-16.99,-16.14,-10.25,-19.5,-18.66,-17.93,-17.68,-16.8,-17.14,-17.39,-15.3,-12.05,-9.86
197312,-99.99,-3.33,0.37,1.59,-3.95,-1.37,0.24,2.65,1.36,-4.85,-2.39,-1.8,-0.98,-0.8,1.08,1,3.71,1.57,1.32
197401,-99.99,11.74,5.41,-1.02,12.76,8.53,6.34,2.73,-1.37,13.79,11,9.31,7.85,6.4,6.29,3.48,2.26,1.62,-2
197402,-99.99,0.32,0.05,0.07,-0.13,1.08,-0.06,0.56,-0.02,0.12,-0.57,1.42,0.79,0.24,-0.3,-0.07,0.96,0.24,-0.08
197403,-99.99,0.28,-2,-2.51,0.8,-0.86,-1.76,-3.11,-2.42,1.59,-0.58,-0.98,-0.74,-1.51,-1.96,-2.73,-3.35,-3.35,-2.22
197404,-99.99,-5.82,-5.97,-4.29,-5.39,-6.11,-5.77,-6.32,-4.08,-5.17,-5.78,-6.9,-5.39,-5.83,-5.73,-6.42,-6.26,-6.14,-3.63
197405,-99.99,-7.44,-7.88,-2.91,-7.23,-7.56,-8.07,-7.04,-2.52,-7.19,-7.3,-7.97,-7.2,-7.75,-8.33,-7.9,-6.49,-6.48,-1.69
197406,-99.99,-2.89,-3.49,-1.92,-2.89,-2.8,-3.71,-3.53,-1.75,-2.78,-3.08,-2.88,-2.73,-2.83,-4.43,-3.47,-3.56,-3.08,-1.48
197407,-99.99,-5.41,-4.41,-7.93,-5.6,-4.85,-3.61,-4.82,-8.28,-5.59,-5.61,-5.01,-4.71,-4.3,-3.06,-5.34,-4.53,-5.95,-8.72
197408,-99.99,-8.31,-8.87,-8.76,-8.19,-8.25,-8.58,-9.65,-8.66,-8.03,-8.46,-8.59,-7.96,-8.84,-8.38,-9.62,-9.66,-10.19,-8.37
197409,-99.99,-8.22,-8.44,-11.4,-8.05,-8.38,-8.18,-8.51,-11.73,-7.72,-8.61,-8.6,-8.18,-8.42,-7.99,-8.89,-8.29,-7.74,-12.48
197410,-99.99,8.76,12.41,17.81,8.23,9.8,10.9,15.18,18.12,7.05,10.27,9.96,9.65,9.97,11.63,15.55,14.97,18.14,18.12
197411,-99.99,-5.08,-3.67,-4,-5.61,-4.3,-3.73,-2.43,-4.22,-5.86,-5.2,-3.92,-4.63,-3.57,-3.86,-3.23,-1.97,-2.11,-4.63
197412,-99.99,-7.45,-5.17,-2.08,-7.77,-6.16,-4.91,-3.93,-1.97,-8.47,-6.61,-6.76,-5.61,-5.51,-4.44,-5.33,-3.12,-1.39,-2.09
197501,-99.99,26.94,22.76,12.25,27.5,25,22.59,20.29,11.51,26.94,28.4,25.74,24.33,24.8,20.9,22.41,19.11,15.16,10.77
197502,-99.99,4.84,4.03,6.37,4.55,4.56,4.24,3.96,6.64,4.42,4.77,5.47,3.73,3.62,4.73,3.88,4.01,4.45,7.11
197503,-99.99,7.37,5.88,2.39,8.11,6.01,5.39,5.43,2.11,8.33,7.76,5.77,6.22,5.89,4.99,6.38,4.89,2.89,1.96
197504,-99.99,3.56,4.62,4.7,3.61,3.52,4.72,4.7,4.71,3.13,4.4,3.45,3.59,4.64,4.78,4.87,4.61,4.23,4.81
197505,-99.99,7.98,6.67,5.31,8.05,7.77,5.62,6.17,5.3,7.97,8.17,7.81,7.74,5.72,5.54,7.6,5.32,5.07,5.35
197506,-99.99,7.09,5.93,5.01,6.97,6.78,5.82,7.11,4.69,7.41,6.26,7.38,6.23,5.79,5.84,5.95,7.82,6.86,4.24
197507,-99.99,-1.37,-4.14,-6.72,-0.47,-3.18,-4.13,-6,-6.71,0.75,-2.23,-3.6,-2.88,-3.86,-4.38,-4.66,-6.8,-5.77,-6.91
197508,-99.99,-5.82,-3.9,-1.92,-5.92,-4.92,-3.85,-3.47,-1.76,-5.89,-5.96,-5.56,-4.48,-3.71,-3.98,-3.72,-3.33,-2.09,-1.68
197509,-99.99,-3.39,-3.97,-3.65,-3.44,-3.71,-3.98,-4.02,-3.6,-3.36,-3.57,-3.25,-4.03,-3.76,-4.17,-3.95,-4.06,-3.22,-3.68
197510,-99.99,1.76,3.68,6.46,1.4,2.69,2.82,5.88,6.47,0.73,2.39,2.68,2.7,1.77,3.78,5.12,6.34,5.26,6.74
197511,-99.99,2.21,3,3.18,1.92,2.41,2.83,4.06,3.05,1.76,2.16,2.96,2.02,1.97,3.59,3.58,4.34,2.4,3.19
197512,-99.99,-1.1,-0.24,-1.28,-0.94,-1.26,0.01,-0.7,-1.31,-1.26,-0.49,-1.5,-1.1,-0.15,0.16,-0.2,-1,-0.02,-1.59
197601,-99.99,19.32,16.31,11.63,19.49,17.97,16.66,14.86,11.3,19.8,19.05,18.89,17.33,16.98,16.39,15.5,14.48,12.89,10.96
197602,-99.99,10.47,5.49,-0.72,11.3,8.16,5.88,3.04,-1.09,12.64,9.37,8.38,8,5.94,5.83,4.08,2.41,1.48,-1.65
197603,-99.99,1.43,1.62,2.91,1.76,1.01,1.31,1.82,3.07,1.72,1.83,0.57,1.33,1.67,1,2.11,1.64,0.82,3.58
197604,-99.99,-1.19,-1.03,-1.06,-1.3,-1.2,-0.69,-1.33,-1.02,-1.03,-1.7,-0.92,-1.4,-0.23,-1.1,-1.28,-1.36,-0.84,-1.06
197605,-99.99,-2.31,-1.42,-0.79,-2.56,-1.99,-1.31,-1.49,-0.69,-2.96,-1.97,-1.67,-2.22,-0.9,-1.68,-1.22,-1.66,-0.22,-0.79
197606,-99.99,2.57,5.04,4.62,2.44,3.46,5.61,5.38,4.49,1.96,3.15,2.89,3.86,5.39,5.81,4.82,5.72,4.92,4.39
197607,-99.99,0.18,-0.01,-0.74,0.13,0.58,-0.13,-0.14,-0.81,-0.05,0.41,0.3,0.78,0.2,-0.38,-0.19,-0.11,-0.71,-0.83
197608,-99.99,-1.85,-1.19,0.22,-1.5,-2.06,-1.64,-0.7,0.34,-1.81,-1.03,-2.65,-1.64,-1.44,-1.79,-0.43,-0.87,-0.12,0.45
197609,-99.99,2.01,2.55,2.44,1.74,3.19,2.56,2.06,2.49,1.3,2.42,2.64,3.59,2.6,2.54,2.1,2.03,2.3,2.53
197610,-99.99,-1.95,-2.04,-2.07,-1.71,-2.1,-1.79,-1.75,-2.15,-1.75,-1.66,-2.48,-1.82,-1.69,-1.87,-2.46,-1.32,-2.84,-2
197611,-99.99,3.33,3.63,0.09,2.98,3.76,4.01,3.06,-0.24,2.23,4.14,4.14,3.5,3.75,4.2,3.22,2.96,2.22,-0.8
197612,-99.99,10.04,8.27,5.45,9.94,9.63,8.23,7.49,5.23,10.53,9.04,10.26,9.19,9.43,7.33,7.91,7.24,6.94,4.83
197701,-99.99,3.78,-0.65,-4.68,4.52,1.51,-0.1,-2.5,-4.92,5.36,3.22,2.06,1.12,0.4,-0.48,-2.11,-2.74,-4.04,-5.13
197702,-99.99,-0.21,-1.55,-1.69,0.18,-0.75,-1.91,-2.18,-1.58,0.41,-0.19,-1.13,-0.47,-1.06,-2.55,-1.59,-2.55,-2.38,-1.39
197703,-99.99,0.65,0.26,-1.3,0.9,0.06,0.43,0.05,-1.46,1.09,0.59,0.05,0.06,0.39,0.47,0.12,0.01,-0.04,-1.8
197704,-99.99,2.02,1.66,0.16,1.96,1.93,1.71,1.58,-0.02,2.18,1.62,2.15,1.77,1.08,2.22,1.55,1.6,2.14,-0.53
197705,-99.99,0.19,-0.23,-1.28,0.35,-0.07,-0.07,-0.72,-1.34,0.71,-0.22,-0.21,0.03,0.12,-0.22,-0.56,-0.81,-0.15,-1.63
197706,-99.99,6.05,6.05,4.88,6.07,6.74,6.46,5.49,4.76,5.99,6.2,5.99,7.26,6.87,6.14,4.98,5.81,4.18,4.91
197707,-99.99,0.99,-0.77,-1.5,1.33,-0.08,-0.48,-1.73,-1.44,1.81,0.58,0.22,-0.32,-0.24,-0.67,-1.35,-1.97,-2.15,-1.27
197708,-99.99,-0.36,-1.02,-1.4,-0.38,-0.61,-0.34,-1.75,-1.38,-0.17,-0.72,-0.32,-0.85,-0.4,-0.29,-1.98,-1.61,-2.41,-1.13
197709,-99.99,1.41,0.58,-0.03,1.76,0.48,1.15,0.57,-0.16,2.13,1.18,0.62,0.36,1.92,0.51,-0.07,0.99,-0.12,-0.17
197710,-99.99,-2.36,-2.67,-4.18,-2.35,-2.53,-2.67,-3.56,-4.18,-2.24,-2.52,-2.39,-2.63,-2.21,-3.07,-2.68,-4.12,-3.84,-4.26
197711,-99.99,8.19,6.93,3.72,8.02,8.01,6.96,6.59,3.36,7.72,8.49,8.61,7.53,6.85,7.05,6.64,6.56,4.31,3.14
197712,-99.99,2.54,1.36,0.5,2.77,1.72,1.32,0.65,0.54,2.64,2.96,2,1.5,1.73,0.96,1.37,0.2,0.62,0.52
197801,-99.99,-1.48,-4.69,-6,-0.9,-3.46,-4.36,-5.49,-6.06,-0.14,-2.07,-2.86,-3.93,-4.22,-4.48,-5.47,-5.51,-5.42,-6.21
197802,-99.99,2.73,0.95,-1.61,3.39,1.39,0.97,-0.7,-1.62,3.74,2.83,1.16,1.57,1.73,0.33,0.64,-1.55,-1.88,-1.56
197803,-99.99,7.19,5.42,2.57,7.36,6.39,5.45,4.85,2.29,7.6,6.97,6.78,6.08,5.41,5.49,5.07,4.71,4.45,1.77
197804,-99.99,8.24,7.47,8.67,8.32,7.89,7.63,7.06,8.88,8.35,8.27,8.04,7.76,7.57,7.68,7.11,7.03,7.63,9.2
197805,-99.99,6.92,4.61,1.37,7.23,5.58,4.96,3.45,1.15,8.19,5.67,6.17,5.1,5.3,4.68,3.91,3.14,2.86,0.73
197806,-99.99,0.53,0.18,-1.64,0.76,0.2,0.16,-0.41,-1.75,0.81,0.68,-0.03,0.39,0.25,0.1,0.1,-0.74,-1.24,-1.88
197807,-99.99,5.49,5.77,5.61,5.29,6.52,5.06,6.55,5.45,4.86,5.87,5.96,6.94,5.3,4.85,6.15,6.82,5.16,5.52
197808,-99.99,8.71,6.67,3.35,9.01,8.22,7.14,5.13,3.12,10.41,7.1,8.02,8.36,6.9,7.36,5.18,5.1,3.59,3
197809,-99.99,-0.62,-1.46,-0.64,-0.3,-1.28,-1.34,-1.29,-0.59,0.36,-1.22,-1.39,-1.2,-1.05,-1.6,-1.76,-0.97,-0.71,-0.56
197810,-99.99,-20.55,-16.55,-9.04,-20.85,-19.18,-17.17,-13.73,-8.49,-20.86,-20.83,-19.83,-18.72,-18.02,-16.41,-14.57,-13.18,-11.83,-7.62
197811,-99.99,5.59,4.45,3.05,5.13,6.18,4.82,3.17,3.04,4.42,6.13,6.68,5.83,5.9,3.88,3.27,3.11,3.2,3
197812,-99.99,1.92,1.96,1.62,1.9,2.52,2.11,1.24,1.67,1.96,1.82,1.95,2.92,2.46,1.8,1.27,1.23,0.46,1.97
197901,-99.99,9.4,6.93,4.12,9.66,8.19,7.33,6.17,3.84,10.05,9.12,8.77,7.79,6.9,7.7,5.94,6.32,5.25,3.5
197902,-99.99,-2.1,-2.71,-2.94,-2.11,-2.65,-2.47,-3.44,-2.83,-1.58,-2.84,-2.08,-3.05,-1.75,-3.1,-2.86,-3.81,-2.68,-2.86
197903,-99.99,8.7,8.77,5.75,8.4,9.22,9.54,8.21,5.38,8.01,8.97,9.41,9.09,10.03,9.09,7.51,8.65,7.53,4.85
197904,-99.99,2.5,2.15,0.29,3.05,2.27,1.77,1.46,0.2,3.19,2.84,1.16,3.05,2.22,1.35,2.24,0.97,-0.14,0.29
197905,-99.99,-1.34,-1.4,-1.42,-1.41,-1.16,-1.7,-0.9,-1.5,-1.2,-1.72,-1.18,-1.15,-1.49,-1.89,-1.1,-0.78,0.26,-1.95
